date,month#,DofM,year,month,mmm-yy,week,quarter,day
4/7/2019,4,7,2019,Apr,Apr-19,15,Q2,Sun
4/8/2019,4,8,2019,Apr,Apr-19,15,Q2,Mon
4/9/2019,4,9,2019,Apr,Apr-19,15,Q2,Tue
4/10/2019,4,10,2019,Apr,Apr-19,15,Q2,Wed
4/11/2019,4,11,2019,Apr,Apr-19,15,Q2,Thu
4/12/2019,4,12,2019,Apr,Apr-19,15,Q2,Fri
4/13/2019,4,13,2019,Apr,Apr-19,15,Q2,Sat
4/14/2019,4,14,2019,Apr,Apr-19,16,Q2,Sun
4/15/2019,4,15,2019,Apr,Apr-19,16,Q2,Mon
4/16/2019,4,16,2019,Apr,Apr-19,16,Q2,Tue
4/17/2019,4,17,2019,Apr,Apr-19,16,Q2,Wed
4/18/2019,4,18,2019,Apr,Apr-19,16,Q2,Thu
4/19/2019,4,19,2019,Apr,Apr-19,16,Q2,Fri
4/20/2019,4,20,2019,Apr,Apr-19,16,Q2,Sat
4/21/2019,4,21,2019,Apr,Apr-19,17,Q2,Sun
4/22/2019,4,22,2019,Apr,Apr-19,17,Q2,Mon
4/23/2019,4,23,2019,Apr,Apr-19,17,Q2,Tue
4/24/2019,4,24,2019,Apr,Apr-19,17,Q2,Wed
4/25/2019,4,25,2019,Apr,Apr-19,17,Q2,Thu
4/26/2019,4,26,2019,Apr,Apr-19,17,Q2,Fri
4/27/2019,4,27,2019,Apr,Apr-19,17,Q2,Sat
4/28/2019,4,28,2019,Apr,Apr-19,18,Q2,Sun
4/29/2019,4,29,2019,Apr,Apr-19,18,Q2,Mon
4/30/2019,4,30,2019,Apr,Apr-19,18,Q2,Tue
5/1/2019,5,1,2019,May,May-19,18,Q2,Wed
5/2/2019,5,2,2019,May,May-19,18,Q2,Thu
5/3/2019,5,3,2019,May,May-19,18,Q2,Fri
5/4/2019,5,4,2019,May,May-19,18,Q2,Sat
5/5/2019,5,5,2019,May,May-19,19,Q2,Sun
5/6/2019,5,6,2019,May,May-19,19,Q2,Mon
5/7/2019,5,7,2019,May,May-19,19,Q2,Tue
5/8/2019,5,8,2019,May,May-19,19,Q2,Wed
5/9/2019,5,9,2019,May,May-19,19,Q2,Thu
5/10/2019,5,10,2019,May,May-19,19,Q2,Fri
5/11/2019,5,11,2019,May,May-19,19,Q2,Sat
5/12/2019,5,12,2019,May,May-19,20,Q2,Sun
5/13/2019,5,13,2019,May,May-19,20,Q2,Mon
5/14/2019,5,14,2019,May,May-19,20,Q2,Tue
5/15/2019,5,15,2019,May,May-19,20,Q2,Wed
5/16/2019,5,16,2019,May,May-19,20,Q2,Thu
5/17/2019,5,17,2019,May,May-19,20,Q2,Fri
5/18/2019,5,18,2019,May,May-19,20,Q2,Sat
5/19/2019,5,19,2019,May,May-19,21,Q2,Sun
5/20/2019,5,20,2019,May,May-19,21,Q2,Mon
5/21/2019,5,21,2019,May,May-19,21,Q2,Tue
5/22/2019,5,22,2019,May,May-19,21,Q2,Wed
5/23/2019,5,23,2019,May,May-19,21,Q2,Thu
5/24/2019,5,24,2019,May,May-19,21,Q2,Fri
5/25/2019,5,25,2019,May,May-19,21,Q2,Sat
5/26/2019,5,26,2019,May,May-19,22,Q2,Sun
5/27/2019,5,27,2019,May,May-19,22,Q2,Mon
5/28/2019,5,28,2019,May,May-19,22,Q2,Tue
5/29/2019,5,29,2019,May,May-19,22,Q2,Wed
5/30/2019,5,30,2019,May,May-19,22,Q2,Thu
5/31/2019,5,31,2019,May,May-19,22,Q2,Fri
6/1/2019,6,1,2019,Jun,Jun-19,22,Q2,Sat
6/2/2019,6,2,2019,Jun,Jun-19,23,Q2,Sun
6/3/2019,6,3,2019,Jun,Jun-19,23,Q2,Mon
6/4/2019,6,4,2019,Jun,Jun-19,23,Q2,Tue
6/5/2019,6,5,2019,Jun,Jun-19,23,Q2,Wed
6/6/2019,6,6,2019,Jun,Jun-19,23,Q2,Thu
6/7/2019,6,7,2019,Jun,Jun-19,23,Q2,Fri
6/8/2019,6,8,2019,Jun,Jun-19,23,Q2,Sat
6/9/2019,6,9,2019,Jun,Jun-19,24,Q2,Sun
6/10/2019,6,10,2019,Jun,Jun-19,24,Q2,Mon
6/11/2019,6,11,2019,Jun,Jun-19,24,Q2,Tue
6/12/2019,6,12,2019,Jun,Jun-19,24,Q2,Wed
6/13/2019,6,13,2019,Jun,Jun-19,24,Q2,Thu
6/14/2019,6,14,2019,Jun,Jun-19,24,Q2,Fri
6/15/2019,6,15,2019,Jun,Jun-19,24,Q2,Sat
6/16/2019,6,16,2019,Jun,Jun-19,25,Q2,Sun
6/17/2019,6,17,2019,Jun,Jun-19,25,Q2,Mon
6/18/2019,6,18,2019,Jun,Jun-19,25,Q2,Tue
6/19/2019,6,19,2019,Jun,Jun-19,25,Q2,Wed
6/20/2019,6,20,2019,Jun,Jun-19,25,Q2,Thu
6/21/2019,6,21,2019,Jun,Jun-19,25,Q2,Fri
6/22/2019,6,22,2019,Jun,Jun-19,25,Q2,Sat
6/23/2019,6,23,2019,Jun,Jun-19,26,Q2,Sun
6/24/2019,6,24,2019,Jun,Jun-19,26,Q2,Mon
6/25/2019,6,25,2019,Jun,Jun-19,26,Q2,Tue
6/26/2019,6,26,2019,Jun,Jun-19,26,Q2,Wed
6/27/2019,6,27,2019,Jun,Jun-19,26,Q2,Thu
6/28/2019,6,28,2019,Jun,Jun-19,26,Q2,Fri
6/29/2019,6,29,2019,Jun,Jun-19,26,Q2,Sat
6/30/2019,6,30,2019,Jun,Jun-19,27,Q2,Sun
7/1/2019,7,1,2019,Jul,Jul-19,27,Q3,Mon
7/2/2019,7,2,2019,Jul,Jul-19,27,Q3,Tue
7/3/2019,7,3,2019,Jul,Jul-19,27,Q3,Wed
7/4/2019,7,4,2019,Jul,Jul-19,27,Q3,Thu
7/5/2019,7,5,2019,Jul,Jul-19,27,Q3,Fri
7/6/2019,7,6,2019,Jul,Jul-19,27,Q3,Sat
7/7/2019,7,7,2019,Jul,Jul-19,28,Q3,Sun
7/8/2019,7,8,2019,Jul,Jul-19,28,Q3,Mon
7/9/2019,7,9,2019,Jul,Jul-19,28,Q3,Tue
7/10/2019,7,10,2019,Jul,Jul-19,28,Q3,Wed
7/11/2019,7,11,2019,Jul,Jul-19,28,Q3,Thu
7/12/2019,7,12,2019,Jul,Jul-19,28,Q3,Fri
7/13/2019,7,13,2019,Jul,Jul-19,28,Q3,Sat
7/14/2019,7,14,2019,Jul,Jul-19,29,Q3,Sun
7/15/2019,7,15,2019,Jul,Jul-19,29,Q3,Mon
7/16/2019,7,16,2019,Jul,Jul-19,29,Q3,Tue
7/17/2019,7,17,2019,Jul,Jul-19,29,Q3,Wed
7/18/2019,7,18,2019,Jul,Jul-19,29,Q3,Thu
7/19/2019,7,19,2019,Jul,Jul-19,29,Q3,Fri
7/20/2019,7,20,2019,Jul,Jul-19,29,Q3,Sat
7/21/2019,7,21,2019,Jul,Jul-19,30,Q3,Sun
7/22/2019,7,22,2019,Jul,Jul-19,30,Q3,Mon
7/23/2019,7,23,2019,Jul,Jul-19,30,Q3,Tue
7/24/2019,7,24,2019,Jul,Jul-19,30,Q3,Wed
7/25/2019,7,25,2019,Jul,Jul-19,30,Q3,Thu
7/26/2019,7,26,2019,Jul,Jul-19,30,Q3,Fri
7/27/2019,7,27,2019,Jul,Jul-19,30,Q3,Sat
7/28/2019,7,28,2019,Jul,Jul-19,31,Q3,Sun
7/29/2019,7,29,2019,Jul,Jul-19,31,Q3,Mon
7/30/2019,7,30,2019,Jul,Jul-19,31,Q3,Tue
7/31/2019,7,31,2019,Jul,Jul-19,31,Q3,Wed
