date,month#,DofM,day,week,month,mmm-yy,quarter,year
4/5/2019,4,5,Fri,14,Apr,19-Apr,Q2,2019
4/6/2019,4,6,Sat,14,Apr,19-Apr,Q2,2019
4/7/2019,4,7,Sun,15,Apr,19-Apr,Q2,2019
4/8/2019,4,8,Mon,15,Apr,19-Apr,Q2,2019
4/9/2019,4,9,Tue,15,Apr,19-Apr,Q2,2019
4/10/2019,4,10,Wed,15,Apr,19-Apr,Q2,2019
4/11/2019,4,11,Thu,15,Apr,19-Apr,Q2,2019
4/12/2019,4,12,Fri,15,Apr,19-Apr,Q2,2019
4/13/2019,4,13,Sat,15,Apr,19-Apr,Q2,2019
4/14/2019,4,14,Sun,16,Apr,19-Apr,Q2,2019
4/15/2019,4,15,Mon,16,Apr,19-Apr,Q2,2019
4/16/2019,4,16,Tue,16,Apr,19-Apr,Q2,2019
4/17/2019,4,17,Wed,16,Apr,19-Apr,Q2,2019
4/18/2019,4,18,Thu,16,Apr,19-Apr,Q2,2019
4/19/2019,4,19,Fri,16,Apr,19-Apr,Q2,2019
4/20/2019,4,20,Sat,16,Apr,19-Apr,Q2,2019
4/21/2019,4,21,Sun,17,Apr,19-Apr,Q2,2019
4/22/2019,4,22,Mon,17,Apr,19-Apr,Q2,2019
4/23/2019,4,23,Tue,17,Apr,19-Apr,Q2,2019
4/24/2019,4,24,Wed,17,Apr,19-Apr,Q2,2019
4/25/2019,4,25,Thu,17,Apr,19-Apr,Q2,2019
4/26/2019,4,26,Fri,17,Apr,19-Apr,Q2,2019
4/27/2019,4,27,Sat,17,Apr,19-Apr,Q2,2019
4/28/2019,4,28,Sun,18,Apr,19-Apr,Q2,2019
4/29/2019,4,29,Mon,18,Apr,19-Apr,Q2,2019
4/30/2019,4,30,Tue,18,Apr,19-Apr,Q2,2019
5/1/2019,5,1,Wed,18,May,19-May,Q2,2019
5/2/2019,5,2,Thu,18,May,19-May,Q2,2019
5/3/2019,5,3,Fri,18,May,19-May,Q2,2019
5/4/2019,5,4,Sat,18,May,19-May,Q2,2019
5/5/2019,5,5,Sun,19,May,19-May,Q2,2019
5/6/2019,5,6,Mon,19,May,19-May,Q2,2019
5/7/2019,5,7,Tue,19,May,19-May,Q2,2019
5/8/2019,5,8,Wed,19,May,19-May,Q2,2019
5/9/2019,5,9,Thu,19,May,19-May,Q2,2019
5/10/2019,5,10,Fri,19,May,19-May,Q2,2019
5/11/2019,5,11,Sat,19,May,19-May,Q2,2019
5/12/2019,5,12,Sun,20,May,19-May,Q2,2019
5/13/2019,5,13,Mon,20,May,19-May,Q2,2019
5/14/2019,5,14,Tue,20,May,19-May,Q2,2019
5/15/2019,5,15,Wed,20,May,19-May,Q2,2019
5/16/2019,5,16,Thu,20,May,19-May,Q2,2019
5/17/2019,5,17,Fri,20,May,19-May,Q2,2019
5/18/2019,5,18,Sat,20,May,19-May,Q2,2019
5/19/2019,5,19,Sun,21,May,19-May,Q2,2019
5/20/2019,5,20,Mon,21,May,19-May,Q2,2019
5/21/2019,5,21,Tue,21,May,19-May,Q2,2019
5/22/2019,5,22,Wed,21,May,19-May,Q2,2019
5/23/2019,5,23,Thu,21,May,19-May,Q2,2019
5/24/2019,5,24,Fri,21,May,19-May,Q2,2019
5/25/2019,5,25,Sat,21,May,19-May,Q2,2019
5/26/2019,5,26,Sun,22,May,19-May,Q2,2019
5/27/2019,5,27,Mon,22,May,19-May,Q2,2019
5/28/2019,5,28,Tue,22,May,19-May,Q2,2019
5/29/2019,5,29,Wed,22,May,19-May,Q2,2019
5/30/2019,5,30,Thu,22,May,19-May,Q2,2019
5/31/2019,5,31,Fri,22,May,19-May,Q2,2019
6/1/2019,6,1,Sat,22,Jun,19-Jun,Q2,2019
6/2/2019,6,2,Sun,23,Jun,19-Jun,Q2,2019
6/3/2019,6,3,Mon,23,Jun,19-Jun,Q2,2019
6/4/2019,6,4,Tue,23,Jun,19-Jun,Q2,2019
6/5/2019,6,5,Wed,23,Jun,19-Jun,Q2,2019
6/6/2019,6,6,Thu,23,Jun,19-Jun,Q2,2019
6/7/2019,6,7,Fri,23,Jun,19-Jun,Q2,2019
6/8/2019,6,8,Sat,23,Jun,19-Jun,Q2,2019
6/9/2019,6,9,Sun,24,Jun,19-Jun,Q2,2019
6/10/2019,6,10,Mon,24,Jun,19-Jun,Q2,2019
6/11/2019,6,11,Tue,24,Jun,19-Jun,Q2,2019
6/12/2019,6,12,Wed,24,Jun,19-Jun,Q2,2019
6/13/2019,6,13,Thu,24,Jun,19-Jun,Q2,2019
6/14/2019,6,14,Fri,24,Jun,19-Jun,Q2,2019
6/15/2019,6,15,Sat,24,Jun,19-Jun,Q2,2019
6/16/2019,6,16,Sun,25,Jun,19-Jun,Q2,2019
6/17/2019,6,17,Mon,25,Jun,19-Jun,Q2,2019
6/18/2019,6,18,Tue,25,Jun,19-Jun,Q2,2019
6/19/2019,6,19,Wed,25,Jun,19-Jun,Q2,2019
6/20/2019,6,20,Thu,25,Jun,19-Jun,Q2,2019
6/21/2019,6,21,Fri,25,Jun,19-Jun,Q2,2019
6/22/2019,6,22,Sat,25,Jun,19-Jun,Q2,2019
6/23/2019,6,23,Sun,26,Jun,19-Jun,Q2,2019
6/24/2019,6,24,Mon,26,Jun,19-Jun,Q2,2019
6/25/2019,6,25,Tue,26,Jun,19-Jun,Q2,2019
6/26/2019,6,26,Wed,26,Jun,19-Jun,Q2,2019
6/27/2019,6,27,Thu,26,Jun,19-Jun,Q2,2019
6/28/2019,6,28,Fri,26,Jun,19-Jun,Q2,2019
6/29/2019,6,29,Sat,26,Jun,19-Jun,Q2,2019
6/30/2019,6,30,Sun,27,Jun,19-Jun,Q2,2019
7/1/2019,7,1,Mon,27,Jul,19-Jul,Q3,2019
7/2/2019,7,2,Tue,27,Jul,19-Jul,Q3,2019
7/3/2019,7,3,Wed,27,Jul,19-Jul,Q3,2019
7/4/2019,7,4,Thu,27,Jul,19-Jul,Q3,2019
7/5/2019,7,5,Fri,27,Jul,19-Jul,Q3,2019
7/6/2019,7,6,Sat,27,Jul,19-Jul,Q3,2019
7/7/2019,7,7,Sun,28,Jul,19-Jul,Q3,2019
7/8/2019,7,8,Mon,28,Jul,19-Jul,Q3,2019
7/9/2019,7,9,Tue,28,Jul,19-Jul,Q3,2019
7/10/2019,7,10,Wed,28,Jul,19-Jul,Q3,2019
7/11/2019,7,11,Thu,28,Jul,19-Jul,Q3,2019
7/12/2019,7,12,Fri,28,Jul,19-Jul,Q3,2019
7/13/2019,7,13,Sat,28,Jul,19-Jul,Q3,2019
7/14/2019,7,14,Sun,29,Jul,19-Jul,Q3,2019
7/15/2019,7,15,Mon,29,Jul,19-Jul,Q3,2019
7/16/2019,7,16,Tue,29,Jul,19-Jul,Q3,2019
7/17/2019,7,17,Wed,29,Jul,19-Jul,Q3,2019
7/18/2019,7,18,Thu,29,Jul,19-Jul,Q3,2019
7/19/2019,7,19,Fri,29,Jul,19-Jul,Q3,2019
7/20/2019,7,20,Sat,29,Jul,19-Jul,Q3,2019
7/21/2019,7,21,Sun,30,Jul,19-Jul,Q3,2019
7/22/2019,7,22,Mon,30,Jul,19-Jul,Q3,2019
7/23/2019,7,23,Tue,30,Jul,19-Jul,Q3,2019
7/24/2019,7,24,Wed,30,Jul,19-Jul,Q3,2019
7/25/2019,7,25,Thu,30,Jul,19-Jul,Q3,2019
7/26/2019,7,26,Fri,30,Jul,19-Jul,Q3,2019
7/27/2019,7,27,Sat,30,Jul,19-Jul,Q3,2019
7/28/2019,7,28,Sun,31,Jul,19-Jul,Q3,2019
7/29/2019,7,29,Mon,31,Jul,19-Jul,Q3,2019
7/30/2019,7,30,Tue,31,Jul,19-Jul,Q3,2019
7/31/2019,7,31,Wed,31,Jul,19-Jul,Q3,2019
